country_iso,country_name,scenario,pasture_area_Mha_2025,pasture_area_Mha_2075,ratio
OMN,Oman,no_gap_closure_milk_pasture_area_m2,0.19962742431707894,0.46620018071065084,2.335351379228137
PAK,Pakistan,no_gap_closure_milk_pasture_area_m2,1.9424527748944902,5.966661090617758,3.071714879113009
PAN,Panama,no_gap_closure_milk_pasture_area_m2,0.08684781474596129,0.11589524352645071,1.3344635540393976
PER,Peru,no_gap_closure_milk_pasture_area_m2,3.5072868569400706,4.102057176631682,1.1695813156869974
PHL,Philippines,no_gap_closure_milk_pasture_area_m2,0.005216537967742706,0.009433540496338592,1.8083910353327042
PNG,Papua New Guinea,no_gap_closure_milk_pasture_area_m2,0.00035053934969827687,0.002386278246513344,6.807447576334321
POL,Poland,no_gap_closure_milk_pasture_area_m2,1.1706600930248872,0.7988143324296602,0.6823623160891998
PRT,Portugal,no_gap_closure_milk_pasture_area_m2,0.701042613439949,0.632815245824276,0.9026772890725032
PRY,Paraguay,no_gap_closure_milk_pasture_area_m2,0.43570770850650664,0.7658029503172474,1.757607073196437
QAT,Qatar,no_gap_closure_milk_pasture_area_m2,0.003404969001952549,0.004969618344175752,1.4595194086424779
ROU,Romania,no_gap_closure_milk_pasture_area_m2,2.2461936873407398,1.7000042181049118,0.7568377685708575
RUS,Russian Federation,no_gap_closure_milk_pasture_area_m2,40.3801365133371,38.73729471723506,0.9593155957865712
RWA,Rwanda,no_gap_closure_milk_pasture_area_m2,0.04848112514675506,0.5538051265795828,11.423107960122293
SAU,Saudi Arabia,no_gap_closure_milk_pasture_area_m2,52.88582031174605,82.61813299519669,1.562198194302132
SEN,Senegal,no_gap_closure_milk_pasture_area_m2,0.304991223329615,1.4301417095944071,4.68912414587354
SLB,Solomon Islands,no_gap_closure_milk_pasture_area_m2,0.0019147383030556349,0.009055574219768214,4.729405687094094
SLE,Sierra Leone,no_gap_closure_milk_pasture_area_m2,0.563951691505059,4.413051880833315,7.825230329668631
SLV,El Salvador,no_gap_closure_milk_pasture_area_m2,0.19177583020153133,0.22639977057658903,1.180543816906815
SRB,Serbia,no_gap_closure_milk_pasture_area_m2,0.1956930786918964,0.1504719231399096,0.7689179614615599
STP,Sao Tome and Principe,no_gap_closure_milk_pasture_area_m2,6.347842404888064e-05,0.00022243488153325663,3.5041021396809393
SUR,Suriname,no_gap_closure_milk_pasture_area_m2,0.0007660107197158158,0.0008363989536462365,1.091889358880688
SVK,Slovakia,no_gap_closure_milk_pasture_area_m2,0.36005478759430704,0.3240048060024044,0.8998763998313443
SVN,Slovenia,no_gap_closure_milk_pasture_area_m2,0.11861814798728598,0.10149768154869501,0.8556673938255551
SWE,Sweden,no_gap_closure_milk_pasture_area_m2,0.5212223939806642,0.6036633758940125,1.1581685339413998
SWZ,Eswatini,no_gap_closure_milk_pasture_area_m2,0.062465172154897296,0.18306399838335094,2.930657069661156
SYC,Seychelles,no_gap_closure_milk_pasture_area_m2,0.0,0.0,
THA,Thailand,no_gap_closure_milk_pasture_area_m2,0.5427470697874626,0.5812704048824886,1.070978430358199
TJK,Tajikistan,no_gap_closure_milk_pasture_area_m2,0.2583638188125549,0.8374256225393237,3.2412650749170226
TKM,Turkmenistan,no_gap_closure_milk_pasture_area_m2,7.95186873579516,11.644264748591903,1.4643431796321666
