Item_Code,Country_ISO,fp_m2_kg,fp_kg_m2,fp_m2,fp_kg
882.0,HKG,0.05368882120817108,18.62585129449269,3217.571055005693,59930.0
882.0,HUN,2.595879139875457,0.3852259470169236,5400025741.019497,2080230030.0000002
882.0,HRV,2.651967284800069,0.37707855814495456,1479797718.3987656,557999990.0
882.0,ISL,33.95264390657343,0.029452787322002755,5204734557.855633,153293940.0
882.0,IND,0.4582522899014174,2.182204043574179,53083780291.35583,115839640000.0
882.0,IDN,5.1350719417561015,0.19473923858173214,4859770413.463954,946387990.0
882.0,IRN,11.063000389163378,0.09039139155952099,88028294096.573,7957000000.0
882.0,IRQ,13.495329909275686,0.07409970758200393,3078378679.8019524,228106960.0
882.0,IRL,1.2187919924966615,0.8204845504043129,11017867326.746536,9039989920.0
882.0,ISR,0.20414953073576236,4.89837030923345,332809046.0876394,1630221949.9999998
882.0,ITA,1.325095843248417,0.7546623929847535,17494511655.447937,13202450030.0
882.0,CIV,108.4941401096548,0.009217087660119729,3879704882.782409,35759580.0
882.0,KAZ,78.28786027942665,0.012773372479855487,254046912443.65192,3245035840.0
882.0,JAM,9.42804913471874,0.10606648159241189,111250319.8262417,11799930.0
882.0,JPN,0.5296301843548271,1.8881099105372128,4020984704.1372056,7592061070.0
882.0,JOR,2.748647973057471,0.3638152319984598,849529988.89642,309071950.0
882.0,KGZ,11.477674606343335,0.08712566214826588,19500132660.212048,1698961970.0
882.0,KEN,13.483752127941852,0.07416333306274142,64453548574.41603,4780089989.999999
882.0,KHM,6.806596752513687,0.14691629846159146,162628246.49265385,23892739.999999996
882.0,PRK,2.5398958521173323,0.39371693101761257,214612335.2673907,84496510.0
882.0,KOR,0.10707553970463712,9.339201116879291,217832763.69572312,2034383990.0000002
882.0,KWT,1.0554997633133394,0.947418497623231,71738371.34329289,67966260.0
882.0,LVA,5.538328537465211,0.18055989153320998,5484661912.404032,990309960.0
882.0,LAO,2.962826615466488,0.33751553154673986,25621694.97910186,8647720.0
882.0,LBN,1.8568276661412237,0.5385529407142857,626432843.4499828,337367250.0
882.0,LSO,90.12719839535093,0.011095429768197293,15722177837.58208,174444319.99999997
882.0,LBR,139.1902635496125,0.007184410565064872,1166091487.1343176,8377680.0
882.0,LBY,104.05019778108674,0.009610745787373896,14119176909.066746,135695820.0
882.0,LTU,2.705561888236964,0.3696089911480953,3986050218.701754,1473280000.0
882.0,MDG,252.4351060151408,0.003961414146335181,104599596177.8797,414362320.0
882.0,MWI,6.215263510112768,0.16089422409410542,413225399.3226833,66485580.0
882.0,MYS,2.644293033186267,0.3781729133079628,102410481.1241766,38728870.0
882.0,MLI,118.59476600129967,0.008432075324378488,34805306962.98446,293480970.00000006
882.0,MLT,0.0,inf,0.0,39539950.0
882.0,MRT,149.11505217634624,0.006706231097430602,22310872951.772495,149621870.0
882.0,MUS,2.2165800969173626,0.45114543859286554,5767364.0857712235,2601919.9999999995
882.0,MEX,8.287620742668329,0.12066189212201262,109726259692.76208,13239778110.0
882.0,MNG,99.74473520503865,0.010025591806368188,49839305215.14091,499668529.99999994
882.0,MAR,12.379520298168362,0.08077857428352511,31877264767.78353,2575000000.0
882.0,MOZ,513.268360030425,0.0019482985468668337,1693729128.5807993,3299890.0
882.0,MDA,9.784474385583593,0.1022027306314375,2592376038.908907,264947909.99999997
882.0,NAM,317.6868542223731,0.003147753791851974,32545528263.735817,102445310.0
882.0,NPL,1.6734706890783746,0.597560510934749,1774693726.5668821,1060486889.9999999
882.0,NLD,0.3268484551337725,3.0595218802264808,4646886198.750627,14217250000.0
882.0,NCL,15.768582627438871,0.06341724070113332,7663373.471109017,485990.0
882.0,MKD,13.609978605520912,0.0734755012468828,4577294666.82976,336319020.0
882.0,VUT,5.586534848706721,0.1790018369314387,12757522.711203642,2283620.0
882.0,NZL,1.6372038693233877,0.6107974814482163,35832459521.782646,21886376030.0
882.0,NIC,4.420459869310282,0.2262208072383267,6321431160.368173,1430039260.0000002
882.0,NER,69.43487255480959,0.014401985100651452,53961047353.45457,777146200.0000001
882.0,NGA,13.757409239790055,0.0726881044657548,7211523176.353567,524191950.0
882.0,NIU,92.78300775332966,0.010777835556469266,5417599.822716919,58390.0
882.0,NOR,1.2509964360552162,0.799362788876772,1967129233.2853453,1572449910.0
882.0,PAK,0.32340780364576543,3.092071337571429,7176144250.096046,22189149950.0
882.0,PAN,5.268406496601717,0.18981071423494572,956336741.7463735,181522960.0
882.0,CZE,1.7356681546703916,0.5761469998220385,5744905416.538439,3309910020.0
882.0,PNG,22.402747149765457,0.04463738278680119,3667777.7633596007,163720.0
882.0,PRY,8.62085061539566,0.11599783415967524,4627741835.774832,536808030.0
882.0,PER,18.942216516987997,0.05279213227782331,41387501616.74825,2184934460.0
882.0,PHL,2.1071950912138564,0.47456450718283844,57081828.89784307,27089010.000000004
882.0,POL,0.8681094406623435,1.1519284932980658,12918432009.086052,14881109920.0
882.0,PRT,3.652564978934431,0.27378020809139214,7288875970.661305,1995549980.0000002
882.0,GNB,6.693534129891738,0.1493979085778075,119098119.70850499,17793010.0
882.0,PRI,2.9288796665023225,0.34142747871721313,682344112.6511025,232971030.0
882.0,ERI,55.11259611832271,0.01814467236950829,6613507676.3169985,119999930.00000001
882.0,QAT,1.864733251559985,0.5362697314285715,13985331.560707249,7499910.000000001
882.0,ZWE,5.071965566460111,0.1971622218046587,2160577853.611581,425984329.99999994
882.0,ROU,5.86076024505221,0.17062632801678304,21315585069.862488,3637000010.0
882.0,RWA,2.0419469396432377,0.48972869009746,383437980.65543216,187780580.0
882.0,RUS,13.928910602493078,0.07179312356423725,446819770995.1639,32078587029.999996
882.0,LCA,0.3446688984901809,2.9013351781390524,354622.93627857737,1028880.0000000001
882.0,VCT,2.8867784680074107,0.34640690689723996,2249608.724548815,779280.0
882.0,STP,1.1425172775667956,0.8752602867675553,619541.4189333705,542260.0
882.0,SAU,193.78106532383092,0.005160462908638069,503830754339.47516,2599999920.0
882.0,SEN,11.602562773236595,0.08618785517857144,2578346677.0298543,222222170.0
882.0,SYC,0.0,inf,0.0,164460.0
882.0,SLE,36.4195735277265,0.027457762492432605,5955812315.190285,163533280.0
882.0,SVN,1.9829458422413253,0.5043002076494935,1268946473.337116,639929970.0
882.0,SVK,4.194081890537517,0.23843120523138833,3785745909.911509,902639960.0
882.0,SOM,95.09677020910948,0.010515604239776887,42479365884.68241,446696200.0
882.0,ZAF,18.599665806155965,0.05376440686740878,71143721894.54323,3825000010.0
882.0,ESP,2.9106068951916577,0.3435709582259311,22187818287.560505,7623089990.0
882.0,SUR,3.288021135691783,0.30413429802652564,8223044.938462938,2500910.0000000005
882.0,TJK,2.277512524622622,0.4390755217320693,2374534558.1715455,1042600000.0
882.0,SWZ,15.472934983142142,0.0646289796402238,582776646.1681613,37664260.0
882.0,SWE,1.9380033468602318,0.5159949809272025,5391951652.321441,2782219990.0
882.0,CHE,1.3174361167721087,0.7590500877189637,5021407732.72817,3811499980.0
