file,region,iso3,n,slope,intercept,r_squared,p_value,std_err,current_year,current_yield_kg_per_m2,class
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Eastern Asia,MNG,44,3.0441982358118613,-32.18768354670362,0.9536162723481899,1.2337964488201428e-29,0.10359630895228279,2021,0.0004678609509638,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Eastern Europe,BGR,220,0.14456605612657025,-5.616673170030844,0.024974867462906898,0.01900497170228253,0.06117787609686442,2021,0.0056138769816272,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Eastern Europe,BLR,220,0.14456605612657025,-5.616673170030844,0.024974867462906898,0.01900497170228253,0.06117787609686442,2021,0.0257428945513336,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Eastern Europe,CZE,220,0.14456605612657025,-5.616673170030844,0.024974867462906898,0.01900497170228253,0.06117787609686442,2021,0.0268868599916951,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Eastern Europe,HUN,220,0.14456605612657025,-5.616673170030844,0.024974867462906898,0.01900497170228253,0.06117787609686442,2021,0.0179772108607897,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Eastern Europe,MDA,220,0.14456605612657025,-5.616673170030844,0.024974867462906898,0.01900497170228253,0.06117787609686442,2021,0.0047694607628004,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Eastern Europe,POL,220,0.14456605612657025,-5.616673170030844,0.024974867462906898,0.01900497170228253,0.06117787609686442,2021,0.0537566630205764,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Eastern Europe,ROU,220,0.14456605612657025,-5.616673170030844,0.024974867462906898,0.01900497170228253,0.06117787609686442,2021,0.0079625619741165,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Eastern Europe,RUS,220,0.14456605612657025,-5.616673170030844,0.024974867462906898,0.01900497170228253,0.06117787609686442,2021,0.003350345766331,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Eastern Europe,SVK,220,0.14456605612657025,-5.616673170030844,0.024974867462906898,0.01900497170228253,0.06117787609686442,2021,0.0111267895774647,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Eastern Europe,UKR,220,0.14456605612657025,-5.616673170030844,0.024974867462906898,0.01900497170228253,0.06117787609686442,2021,0.0112073168179097,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,ARG,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0071405224463287,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,ATG,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0048299419368892,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,BHS,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.005808218860488,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,BLZ,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0051842075900182,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,BOL,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0016333502280808,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,BRA,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0101651017752743,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,BRB,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0204473029645697,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,CHL,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0054322358252702,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,COL,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0042155784819466,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,CRI,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0183156082880735,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,DOM,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0117156714574316,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,ECU,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0158648026155033,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,GRD,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.063181244196843,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,GTM,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0227418078257777,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,GUY,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0012853806502838,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,HND,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0069176411325119,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,HTI,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0137154257379585,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,JAM,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0049497691409792,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,LCA,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.1353956416464891,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,MEX,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0056308882990272,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,NIC,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0105569710044552,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,PAN,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0075935129693545,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,PER,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0024636328396317,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,PRY,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0054132322607848,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,SLV,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0090007228347358,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,SUR,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0141929339079045,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,TTO,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.022338209494854,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,URY,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0087857959526847,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Latin America and the Caribbean,VCT,617,0.3635630504891775,-7.980556515841133,0.07314006948236827,8.386532348153193e-12,0.05218810773450049,2021,0.0161656556552045,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Melanesia,FJI,44,0.4187771564723726,-9.259889731534042,0.3383759193076629,3.453670576895887e-05,0.09035751238236614,2021,0.0038903070602451,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Melanesia,PNG,44,0.4187771564723726,-9.259889731534042,0.3383759193076629,3.453670576895887e-05,0.09035751238236614,2021,0.002083077863384,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Northern Africa,DZA,109,-2.232251810994846,13.162029363913794,0.27187513552413506,6.123059882816498e-09,0.353158351301622,2021,0.0023207347562004,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Northern Africa,EGY,109,-2.232251810994846,13.162029363913794,0.27187513552413506,6.123059882816498e-09,0.353158351301622,2021,0.2778299399356965,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Northern Africa,LBY,109,-2.232251810994846,13.162029363913794,0.27187513552413506,6.123059882816498e-09,0.353158351301622,2021,0.0004485014700774,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Northern Africa,MAR,109,-2.232251810994846,13.162029363913794,0.27187513552413506,6.123059882816498e-09,0.353158351301622,2021,0.0037696667998978,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Northern Africa,TUN,109,-2.232251810994846,13.162029363913794,0.27187513552413506,6.123059882816498e-09,0.353158351301622,2021,0.0046641667171929,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Northern America,CAN,44,-0.11672654100767571,-3.429914548807396,0.03215952864295358,0.24411104594568744,0.09880798047833853,2021,0.0117688191741949,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Northern America,USA,44,-0.11672654100767571,-3.429914548807396,0.03215952864295358,0.24411104594568744,0.09880798047833853,2021,0.0095858973851186,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Northern Europe,DNK,220,0.4543601140547351,-8.776597485381135,0.07724001247734738,2.896908444601034e-05,0.10636412278676768,2021,0.0648078652636405,sgmeat
